PersonID,registered,party_reg,vote_intent,right_track,rcv_familiarity,most_important_issue,rcv_difficulty,ideo_self_id,education,age_cat,gender,borough,method_combined,morales_combined,stringer_combined,wiley_combined,garcia_combined,adams_combined,donovan_combined,yang_combined,other_combined,impact_of_rcv_exp,race,age_weight,gender_weight,edu_weight,boro_weight,race_weight,weight,age,morales,stringer,wiley,garcia,adams,donovan,yang,other
441,Yes,The Democratic party,I have already voted,Not sure,Moderately familiar,Homelessness,Easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Brooklyn,Vote early in-person,Not Ranked,Not Ranked,2,1,5,4,Not Ranked,Not Ranked,Much less likely,White,4,1,3,2,1,0.815969318,2,,,2,1,5,4,,
413,Yes,The Democratic party,I have already voted,Not sure,Very familiar,Police reform,Hard,Very liberal or progressive,Graduate or professional degree,18-34,Female,Brooklyn,Vote early in-person,2,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Somewhat more likely,AAPI,1,1,3,2,4,1.38651091,1,2,,1,,,,,
880,Yes,The Democratic party,I have already voted,Right direction,Moderately familiar,Housing,Very easy,Somewhat liberal or progressive,Associates or other two-year degree,35-54,Male,Bronx,Vote early in-person,5,3,Not Ranked,1,4,2,Not Ranked,Not Ranked,Much more likely,Hispanic,2,2,1,1,2,0.872989131,1,5,3,,1,4,2,,
528,Yes,The Democratic party,I have already voted,Right direction,Moderately familiar,Homelessness,Easy,Moderate,High school graduate,35-54,Male,Manhattan,Vote early in-person,Not Ranked,4,3,5,1,Not Ranked,2,Not Ranked,Much more likely,Black,2,2,1,3,3,1.142854329,1,,4,3,5,1,,2,
741,Yes,The Democratic party,I have already voted,Not sure,Very familiar,Police reform,Easy,Very liberal or progressive,"Some college, but no degree",55-64,Male,Queens,Vote by absentee ballot,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,2,Not Ranked,Not Ranked,Somewhat less likely,Black,3,2,1,4,3,1.479282717,2,,,,,1,2,,
296,Yes,The Democratic party,I have already voted,Right direction,Very familiar,Homelessness,Very easy,Not sure,Vocational or technical school,35-54,Female,Manhattan,Vote early in-person,5,Not Ranked,2,Not Ranked,4,3,1,Not Ranked,No change,Hispanic,2,1,1,3,2,1.037221354,1,5,,2,,4,3,1,
279,Yes,The Democratic party,I have already voted,Wrong track,Very familiar,Education/Schools,Very easy,Somewhat liberal or progressive,"Some college, but no degree",18-34,Male,Brooklyn,Vote by absentee ballot,Not Ranked,Not Ranked,2,1,3,5,4,Not Ranked,Much more likely,White,1,2,1,2,1,1.333770043,1,,,2,1,3,5,4,
517,Yes,The Democratic party,I have already voted,Right direction,Moderately familiar,Crime,Easy,Moderate,High school graduate,55-64,Female,Brooklyn,Vote early in-person,5,Not Ranked,Not Ranked,4,1,2,Not Ranked,Not Ranked,No change,Black,3,1,1,2,3,1.356014333,2,5,,,4,1,2,,
963,Yes,The Democratic party,I have already voted,Wrong track,Moderately familiar,Crime,Very easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Vote by absentee ballot,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,No change,Black,4,1,1,4,3,1.578256906,2,,,,,1,,,
797,Yes,The Democratic party,I have already voted,Right direction,Not too familiar,Jobs,Easy,Very liberal or progressive,Graduate or professional degree,65+,Female,Staten Island,Vote by absentee ballot,Not Ranked,2,4,3,Not Ranked,5,Not Ranked,Not Ranked,No change,White,4,1,3,5,1,0.497830724,2,,2,4,3,,5,,
953,Yes,The Democratic party,I have already voted,Not sure,Not too familiar,Education/Schools,Very Hard,Not sure,"Some college, but no degree",55-64,Female,Bronx,Vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,2,Not Ranked,Not Ranked,No change,Black,3,1,1,1,3,1.16535694,2,,,,,1,2,,
437,Yes,The Democratic party,I have already voted,Right direction,Very familiar,Something else (please specify),Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Brooklyn,Vote early in-person,Not Ranked,2,Not Ranked,1,Not Ranked,4,3,Not Ranked,No change,White,4,2,2,2,1,0.814008434,2,,2,,1,,4,3,
707,Yes,The Democratic party,I have already voted,Right direction,Moderately familiar,COVID-19/coronavirus,Very Hard,Very conservative,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Vote early in-person,3,Not Ranked,4,2,Not Ranked,5,1,Not Ranked,No change,White,2,1,2,3,1,0.734903989,1,3,,4,2,,5,1,
787,Yes,The Democratic party,I have already voted,Not sure,Very familiar,Homelessness,Easy,Somewhat liberal or progressive,Associates or other two-year degree,65+,Female,Staten Island,Vote early in-person,Not Ranked,Not Ranked,Not Ranked,1,2,Not Ranked,3,Not Ranked,No change,White,4,1,1,5,1,0.729381738,2,,,,1,2,,3,
751,Yes,The Democratic party,I have already voted,Wrong track,Moderately familiar,Crime,Easy,Moderate,Associates or other two-year degree,55-64,Female,Queens,Vote by absentee ballot,5,Not Ranked,Not Ranked,Not Ranked,3,1,2,Not Ranked,No change,White,3,1,1,4,1,1.336211333,2,5,,,,3,1,2,
282,Yes,The Democratic party,I have already voted,Wrong track,Moderately familiar,Crime,Easy,Somewhat liberal or progressive,Associates or other two-year degree,65+,Female,Bronx,Vote by absentee ballot,Not Ranked,2,Not Ranked,Not Ranked,Not Ranked,1,5,Not Ranked,No change,Black,4,1,1,1,3,1.189190989,2,,2,,,,1,5,
854,Yes,The Democratic party,I have already voted,Not sure,Not familiar at all,Housing,Not sure,Very liberal or progressive,"Some college, but no degree",35-54,Female,Staten Island,Vote early in-person,Not Ranked,Not Ranked,1,Not Ranked,3,Not Ranked,2,Not Ranked,No change,Hispanic,2,1,1,5,2,0.647971478,1,,,1,,3,,2,
284,Yes,The Democratic party,I have already voted,Right direction,Moderately familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Vote early in-person,5,3,Not Ranked,1,2,4,Not Ranked,Not Ranked,No change,Hispanic,2,1,2,3,2,0.738392384,1,5,3,,1,2,4,,
677,Yes,The Democratic party,I have already voted,Not sure,Not sure,Police reform,Not sure,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Not sure,Not Ranked,2,3,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,White,3,1,2,3,1,0.814504638,2,,2,3,,,,,
471,Yes,The Democratic party,I have already voted,Right direction,Very familiar,Jobs,Very Hard,Very conservative,First to eleventh grade,35-54,Male,Brooklyn,Vote early in-person,Not Ranked,1,5,2,3,4,Not Ranked,Not Ranked,Much less likely,Other,2,2,1,2,5,0.704120788,1,,1,5,2,3,4,,
903,Yes,The Democratic party,I have already voted,Not sure,Not familiar at all,Homelessness,Easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Bronx,Vote early in-person,Not Ranked,Not Ranked,1,2,3,5,Not Ranked,Not Ranked,Much more likely,Black,4,1,3,1,3,0.811667993,2,,,1,2,3,5,,
283,Yes,The Democratic party,I have already voted,Not sure,Very familiar,Crime,Very easy,Not sure,"Some college, but no degree",65+,Female,Bronx,Vote early in-person,Not Ranked,Not Ranked,2,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Much more likely,Black,4,1,1,1,3,1.189190989,2,,,2,,1,,,
780,Yes,The Democratic party,I have already voted,Wrong track,Very familiar,Jobs,Very easy,Moderate,High school graduate,55-64,Female,Queens,Vote by absentee ballot,4,3,Not Ranked,5,2,Not Ranked,1,Not Ranked,Much more likely,White,3,1,1,4,1,1.336211333,2,4,3,,5,2,,1,
547,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Housing,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Female,Manhattan,Plan to vote early in-person,2,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,3,No change,White,4,1,2,3,1,0.831163004,2,2,,1,,,,,3
478,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Police reform,Very easy,Very liberal or progressive,"Some college, but no degree",55-64,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,5,2,Not Ranked,1,4,Not Ranked,Not Ranked,No change,Black,3,2,1,2,3,1.296971425,2,,5,2,,1,4,,
648,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Education/Schools,Very easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),65+,Female,Manhattan,NA,Not Ranked,Not Ranked,3,Not Ranked,2,Not Ranked,1,Not Ranked,No change,Other,4,1,2,3,5,0.578863044,2,,,3,,2,,1,
208,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Education/Schools,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Manhattan,Plan to vote in-person on June 22,2,4,1,3,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,Hispanic,4,2,2,3,2,0.79874644,2,2,4,1,3,,,,
327,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Healthcare,Not sure,Not sure,"Some college, but no degree",65+,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,1,Not Ranked,Not Ranked,2,Not Ranked,Not Ranked,Not Ranked,Not sure,Black,4,2,1,2,3,1.323497272,2,,1,,,2,,,
203,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Crime,Hard,Somewhat liberal or progressive,"Some college, but no degree",65+,Female,Brooklyn,Plan to vote by absentee ballot,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Much more likely,White,4,1,1,2,1,1.195492946,2,,,,1,,,,
506,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Housing,Easy,Somewhat liberal or progressive,First to eleventh grade,35-54,Female,Brooklyn,Plan to vote in-person on June 22,3,4,1,2,Not Ranked,Not Ranked,5,Not Ranked,No change,Hispanic,2,1,1,2,2,1.062057481,1,3,4,1,2,,,5,
724,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Easy,Somewhat conservative,Graduate or professional degree,55-64,Male,Queens,Plan to vote in-person on June 22,4,Not Ranked,Not Ranked,1,Not Ranked,3,Not Ranked,5,No change,Other,3,2,3,4,5,0.607515985,2,4,,,1,,3,,5
200,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Housing,Easy,Somewhat liberal or progressive,"Some college, but no degree",35-54,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,3,1,2,Not Ranked,4,Not Ranked,Not Ranked,No change,White,2,2,1,2,1,1.011014876,1,,3,1,2,,4,,
712,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Homelessness,Easy,Moderate,Associates or other two-year degree,55-64,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,3,Not Ranked,4,1,5,2,Not Ranked,No change,White,3,1,1,3,1,1.144136399,2,,3,,4,1,5,2,
753,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Easy,Somewhat liberal or progressive,"Some college, but no degree",55-64,Female,Queens,Plan to vote in-person on June 22,Not Ranked,Not Ranked,2,1,Not Ranked,3,Not Ranked,Not Ranked,No change,White,3,1,1,4,1,1.336211333,2,,,2,1,,3,,
214,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Homelessness,Very easy,Somewhat liberal or progressive,Associates or other two-year degree,35-54,Female,Bronx,Plan to vote in-person on June 22,Not Ranked,5,3,2,1,Not Ranked,4,Not Ranked,Much more likely,White,2,1,1,1,1,0.908418783,1,,5,3,2,1,,4,
470,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Jobs,Hard,Moderate,High school graduate,35-54,Female,Brooklyn,Plan to vote by absentee ballot,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,2,1,Not Ranked,Somewhat less likely,White,2,1,1,2,1,1.057039991,1,,,,,,2,1,
304,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Very conservative,High school graduate,35-54,Female,Bronx,Plan to vote in-person on June 22,Not Ranked,Not Ranked,4,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Much more likely,Hispanic,2,1,1,1,2,0.912730806,1,,,4,,1,,,
650,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,COVID-19/coronavirus,Easy,Very liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote early in-person,Not Ranked,2,1,3,Not Ranked,4,Not Ranked,Not Ranked,Somewhat more likely,Hispanic,4,1,3,3,2,0.800670558,2,,2,1,3,,4,,
985,Yes,The Democratic party,I will definitely vote,Right direction,Not familiar at all,Crime,Very Hard,Somewhat conservative,First to eleventh grade,18-34,Male,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,Somewhat less likely,Hispanic,1,2,1,3,2,1.308762942,1,,,,,1,,,
45,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Education/Schools,Very easy,Somewhat conservative,Graduate or professional degree,35-54,Female,Queens,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,2,Not Ranked,3,Not Ranked,No change,AAPI,2,1,3,4,4,1.198728012,1,,,,,2,,3,
919,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Healthcare,Easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Bronx,Plan to vote early in-person,5,3,Not Ranked,2,1,Not Ranked,4,Not Ranked,No change,Black,4,1,3,1,3,0.811667993,2,5,3,,2,1,,4,
355,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Housing,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Female,Brooklyn,Plan to vote early in-person,5,3,2,Not Ranked,1,Not Ranked,Not Ranked,Not Ranked,No change,Black,1,1,2,2,3,1.14905415,1,5,3,2,,1,,,
689,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Easy,Moderate,High school graduate,35-54,Male,Manhattan,Not sure,1,4,Not Ranked,3,Not Ranked,Not Ranked,2,Not Ranked,No change,Black,2,2,1,3,3,1.142854329,1,1,4,,3,,,2,
672,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Manhattan,Plan to vote by absentee ballot,Not Ranked,1,Not Ranked,Not Ranked,2,Not Ranked,Not Ranked,3,No change,Hispanic,4,1,1,3,2,1.173078428,2,,1,,,2,,,3
234,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Education/Schools,Hard,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,2,Not Ranked,1,4,Not Ranked,Not Ranked,Not Ranked,3,No change,Hispanic,4,1,1,4,2,1.370012082,2,2,,1,4,,,,3
55,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Crime,Very Hard,Very conservative,High school graduate,65+,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Much more likely,White,4,2,1,2,1,1.143439381,2,,,,,,,,1
81,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Crime,Easy,Moderate,"Some college, but no degree",35-54,Female,Brooklyn,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,2,3,No change,Black,2,1,1,2,3,1.223492534,1,,,,,1,,2,3
609,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Housing,Easy,Somewhat liberal or progressive,"Some college, but no degree",55-64,Female,Manhattan,Plan to vote early in-person,Not Ranked,3,2,1,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,White,3,1,1,3,1,1.144136399,2,,3,2,1,,,,
540,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Hard,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Manhattan,Not sure,Not Ranked,2,1,Not Ranked,5,Not Ranked,3,Not Ranked,Much less likely,Hispanic,4,2,2,3,2,0.79874644,2,,2,1,,5,,3,
16,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Somewhat conservative,"Some college, but no degree",55-64,Male,Brooklyn,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,4,2,5,3,Not Ranked,No change,Black,3,2,1,2,3,1.296971425,2,,,,4,2,5,3,
539,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Homelessness,Very easy,Very liberal or progressive,Associates or other two-year degree,35-54,Male,Manhattan,Plan to vote early in-person,Not Ranked,3,2,1,4,Not Ranked,5,Not Ranked,Somewhat more likely,White,2,2,1,3,1,0.987372377,1,,3,2,1,4,,5,
148,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Housing,Very easy,Moderate,"Some college, but no degree",55-64,Female,Bronx,Plan to vote in-person on June 22,Not Ranked,2,4,Not Ranked,1,Not Ranked,3,Not Ranked,Much more likely,Black,3,1,1,1,3,1.16535694,2,,2,4,,1,,3,
354,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Education/Schools,Not sure,Moderate,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,Not Ranked,1,Not Ranked,Not Ranked,2,3,4,Not Ranked,No change,White,4,1,1,4,1,1.36353972,2,,1,,,2,3,4,
364,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Jobs,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote early in-person,2,4,1,3,5,Not Ranked,Not Ranked,Not Ranked,No change,Hispanic,2,1,2,2,2,0.756073091,1,2,4,1,3,5,,,
103,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Very easy,Moderate,"Some college, but no degree",65+,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,5,Not Ranked,2,1,3,4,Not Ranked,No change,Other,4,1,1,2,5,0.832600444,2,,5,,2,1,3,4,
562,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),65+,Male,Manhattan,Plan to vote in-person on June 22,Not Ranked,2,Not Ranked,1,3,5,Not Ranked,Not Ranked,No change,White,4,2,2,3,1,0.794972914,2,,2,,1,3,5,,
443,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Police reform,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),18-34,Female,Brooklyn,Plan to vote early in-person,Not Ranked,Not Ranked,1,2,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,Black,1,1,2,2,3,1.14905415,1,,,1,2,,,,
483,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Police reform,Very easy,Very liberal or progressive,"Some college, but no degree",55-64,Male,Brooklyn,Plan to vote in-person on June 22,5,Not Ranked,2,Not Ranked,1,4,Not Ranked,Not Ranked,No change,Black,3,2,1,2,3,1.296971425,2,5,,2,,1,4,,
633,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,No change,White,4,1,3,3,1,0.796887942,2,,,,,,,1,
738,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,Graduate or professional degree,55-64,Male,Queens,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,2,1,4,Not Ranked,5,No change,Black,3,2,3,4,3,1.009666609,2,,,,2,1,4,,5
435,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),65+,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,2,Not Ranked,3,1,4,5,Not Ranked,No change,Black,4,1,2,2,3,0.985082678,2,,2,,3,1,4,5,
752,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Queens,Plan to vote early in-person,4,3,2,1,5,Not Ranked,Not Ranked,Not Ranked,Somewhat more likely,White,2,1,2,4,1,0.858277946,1,4,3,2,1,5,,,
20,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Police reform,Easy,Very liberal or progressive,Graduate or professional degree,35-54,Female,Brooklyn,Plan to vote in-person on June 22,2,Not Ranked,1,3,Not Ranked,Not Ranked,Not Ranked,Not Ranked,No change,Black,2,1,3,2,3,0.835080099,1,2,,1,3,,,,
153,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Police reform,Easy,Moderate,"Some college, but no degree",35-54,Female,Bronx,Plan to vote in-person on June 22,Not Ranked,3,2,Not Ranked,1,4,5,Not Ranked,No change,Black,2,1,1,1,3,1.051467879,1,,3,2,,1,4,5,
192,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Housing,Easy,Moderate,"Some college, but no degree",35-54,Male,Manhattan,Plan to vote early in-person,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,No change,Black,2,2,1,3,3,1.142854329,1,,,,,,,,1
838,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Hard,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Staten Island,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,2,Not Ranked,Not Ranked,1,Not Ranked,No change,Other,4,2,2,5,5,0.345880751,2,,,,2,,,1,
899,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Housing,Easy,Very liberal or progressive,Graduate or professional degree,35-54,Male,Bronx,Plan to vote in-person on June 22,1,3,2,Not Ranked,Not Ranked,Not Ranked,4,Not Ranked,No change,Black,2,2,3,1,3,0.68641845,1,1,3,2,,,,4,
606,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Very easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote in-person on June 22,4,2,3,1,Not Ranked,Not Ranked,5,Not Ranked,Much less likely,White,4,1,3,3,1,0.796887942,2,4,2,3,1,,,5,
312,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Crime,Easy,Somewhat conservative,Four-year college graduate (bachelors degree),55-64,Male,Brooklyn,NA,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,Not Ranked,2,Not Ranked,No change,White,3,2,2,2,1,0.797693884,2,,,,,1,,2,
825,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Jobs,Very easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Staten Island,Plan to vote early in-person,Not Ranked,Not Ranked,3,1,5,2,4,Not Ranked,No change,White,4,2,2,5,1,0.496634371,2,,,3,1,5,2,4,
33,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,3,Not Ranked,2,1,5,Not Ranked,Not Ranked,Much more likely,White,2,1,2,2,1,0.752501167,1,,3,,2,1,5,,
730,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Homelessness,Not sure,Not sure,First to eleventh grade,65+,Other,Queens,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,5,4,3,2,1,Not sure,Other,4,3,1,4,5,1.146099597,2,,,,5,4,3,2,1
80,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Hard,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Plan to vote in-person on June 22,Not Ranked,3,Not Ranked,1,4,2,5,Not Ranked,No change,White,3,1,2,3,1,0.814504638,2,,3,,1,4,2,5,
427,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Hard,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote early in-person,Not Ranked,3,1,2,Not Ranked,5,4,Not Ranked,No change,White,4,1,1,4,1,1.36353972,2,,3,1,2,,5,4,
709,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Very easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Plan to vote early in-person,3,Not Ranked,Not Ranked,2,Not Ranked,Not Ranked,1,Not Ranked,No change,AAPI,2,1,2,3,4,1.070563061,1,3,,,2,,,1,
831,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Very easy,Moderate,Graduate or professional degree,65+,Female,Staten Island,Plan to vote early in-person,5,Not Ranked,Not Ranked,1,4,2,3,Not Ranked,No change,White,4,1,3,5,1,0.497830724,2,5,,,1,4,2,3,
472,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Housing,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,4,Not Ranked,1,Not Ranked,Not Ranked,5,3,Somewhat more likely,White,2,1,2,2,1,0.752501167,1,,4,,1,,,5,3
563,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Healthcare,Very easy,Very conservative,Four-year college graduate (bachelors degree),65+,Male,Manhattan,Plan to vote in-person on June 22,Not Ranked,2,3,4,Not Ranked,5,1,Not Ranked,Much more likely,Hispanic,4,2,2,3,2,0.79874644,2,,2,3,4,,5,1,
657,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Housing,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),35-54,Male,Manhattan,Plan to vote early in-person,Not Ranked,Not Ranked,2,1,Not Ranked,3,Not Ranked,Not Ranked,No change,White,2,2,2,3,1,0.702905161,1,,,2,1,,3,,
390,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Transportation,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Male,Brooklyn,Plan to vote in-person on June 22,2,3,4,1,Not Ranked,Not Ranked,5,Not Ranked,Somewhat more likely,Other,1,2,2,2,5,0.661281447,1,2,3,4,1,,,5,
669,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Somewhat conservative,Graduate or professional degree,65+,Female,Manhattan,Not sure,Not Ranked,Not Ranked,Not Ranked,2,3,4,Not Ranked,Not Ranked,Much more likely,White,4,1,3,3,1,0.796887942,2,,,,2,3,4,,
402,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),35-54,Male,Brooklyn,NA,Not Ranked,Not Ranked,1,4,2,5,3,Not Ranked,No change,Black,2,2,2,2,3,0.83307329,1,,,1,4,2,5,3,
94,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Police reform,Not sure,Moderate,"Some college, but no degree",65+,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,Not Ranked,3,2,1,Not Ranked,Not Ranked,Not Ranked,No change,Black,4,1,1,2,3,1.383747734,2,,,3,2,1,,,
791,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Something else (please specify),Very easy,Very liberal or progressive,"Some college, but no degree",65+,Male,Staten Island,Plan to vote in-person on June 22,Not Ranked,Not Ranked,Not Ranked,Not Ranked,1,2,3,Not Ranked,No change,Other,4,2,1,5,5,0.485859427,2,,,,,1,2,3,
140,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Moderate,"Some college, but no degree",55-64,Female,Brooklyn,Plan to vote in-person on June 22,Not Ranked,2,3,Not Ranked,1,5,Not Ranked,Not Ranked,Much more likely,Black,3,1,1,2,3,1.356014333,2,,2,3,,1,5,,
