PersonID,registered,party_reg,vote_intent,right_track,rcv_familiarity,most_important_issue,rcv_difficulty,ideo_self_id,education,age_cat,gender,borough,method_combined,impact_of_rcv_exp,race,age,other,weight,1,2,3,4,5
985,Yes,The Democratic party,I will definitely vote,Right direction,Not familiar at all,Crime,Very Hard,Somewhat conservative,First to eleventh grade,18-34,Male,Manhattan,Plan to vote in-person on June 22,Somewhat less likely,Hispanic,1,,1.308762942,cEricAdams,,,,
45,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Education/Schools,Very easy,Somewhat conservative,Graduate or professional degree,35-54,Female,Queens,Plan to vote in-person on June 22,No change,AAPI,1,,1.198728012,,cEricAdams,cAndrewYang,,
919,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Healthcare,Easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Bronx,Plan to vote early in-person,No change,Black,2,,0.811667993,cEricAdams,cKathrynGarcia,cScottStringer,cAndrewYang,cDianneMorales
355,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Housing,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Female,Brooklyn,Plan to vote early in-person,No change,Black,1,,1.14905415,cEricAdams,cMayaWiley,cScottStringer,,cDianneMorales
689,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Easy,Moderate,High school graduate,35-54,Male,Manhattan,Not sure,No change,Black,1,,1.142854329,cDianneMorales,cAndrewYang,cKathrynGarcia,cScottStringer,
672,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Manhattan,Plan to vote by absentee ballot,No change,Hispanic,2,3.0,1.173078428,cScottStringer,cEricAdams,,,
234,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Education/Schools,Hard,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,No change,Hispanic,2,3.0,1.370012082,cMayaWiley,cDianneMorales,,cKathrynGarcia,
55,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Crime,Very Hard,Very conservative,High school graduate,65+,Male,Brooklyn,Plan to vote in-person on June 22,Much more likely,White,2,1.0,1.143439381,,,,,
81,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Crime,Easy,Moderate,"Some college, but no degree",35-54,Female,Brooklyn,Plan to vote early in-person,No change,Black,1,3.0,1.223492534,cEricAdams,cAndrewYang,,,
609,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Housing,Easy,Somewhat liberal or progressive,"Some college, but no degree",55-64,Female,Manhattan,Plan to vote early in-person,No change,White,2,,1.144136399,cKathrynGarcia,cMayaWiley,cScottStringer,,
540,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Hard,Very liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Manhattan,Not sure,Much less likely,Hispanic,2,,0.79874644,cMayaWiley,cScottStringer,cAndrewYang,,cEricAdams
16,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Somewhat conservative,"Some college, but no degree",55-64,Male,Brooklyn,Plan to vote in-person on June 22,No change,Black,2,,1.296971425,,cEricAdams,cAndrewYang,cKathrynGarcia,cShaunDonovan
539,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Homelessness,Very easy,Very liberal or progressive,Associates or other two-year degree,35-54,Male,Manhattan,Plan to vote early in-person,Somewhat more likely,White,1,,0.987372377,cKathrynGarcia,cMayaWiley,cScottStringer,cEricAdams,cAndrewYang
148,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Housing,Very easy,Moderate,"Some college, but no degree",55-64,Female,Bronx,Plan to vote in-person on June 22,Much more likely,Black,2,,1.16535694,cEricAdams,cScottStringer,cAndrewYang,cMayaWiley,
354,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Education/Schools,Not sure,Moderate,"Some college, but no degree",65+,Female,Queens,Plan to vote in-person on June 22,No change,White,2,,1.36353972,cScottStringer,cEricAdams,cShaunDonovan,cAndrewYang,
364,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Jobs,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote early in-person,No change,Hispanic,1,,0.756073091,cMayaWiley,cDianneMorales,cKathrynGarcia,cScottStringer,cEricAdams
103,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Very easy,Moderate,"Some college, but no degree",65+,Female,Brooklyn,Plan to vote in-person on June 22,No change,Other,2,,0.832600444,cEricAdams,cKathrynGarcia,cShaunDonovan,cAndrewYang,cScottStringer
562,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),65+,Male,Manhattan,Plan to vote in-person on June 22,No change,White,2,,0.794972914,cKathrynGarcia,cScottStringer,cEricAdams,,cShaunDonovan
443,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Police reform,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),18-34,Female,Brooklyn,Plan to vote early in-person,No change,Black,1,,1.14905415,cMayaWiley,cKathrynGarcia,,,
483,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Police reform,Very easy,Very liberal or progressive,"Some college, but no degree",55-64,Male,Brooklyn,Plan to vote in-person on June 22,No change,Black,2,,1.296971425,cEricAdams,cMayaWiley,,cShaunDonovan,cDianneMorales
633,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote in-person on June 22,No change,White,2,,0.796887942,cAndrewYang,,,,
738,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,Graduate or professional degree,55-64,Male,Queens,Plan to vote early in-person,No change,Black,2,5.0,1.009666609,cEricAdams,cKathrynGarcia,,cShaunDonovan,
435,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),65+,Female,Brooklyn,Plan to vote in-person on June 22,No change,Black,2,,0.985082678,cEricAdams,cScottStringer,cKathrynGarcia,cShaunDonovan,cAndrewYang
752,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Queens,Plan to vote early in-person,Somewhat more likely,White,1,,0.858277946,cKathrynGarcia,cMayaWiley,cScottStringer,cDianneMorales,cEricAdams
20,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Police reform,Easy,Very liberal or progressive,Graduate or professional degree,35-54,Female,Brooklyn,Plan to vote in-person on June 22,No change,Black,1,,0.835080099,cMayaWiley,cDianneMorales,cKathrynGarcia,,
153,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Police reform,Easy,Moderate,"Some college, but no degree",35-54,Female,Bronx,Plan to vote in-person on June 22,No change,Black,1,,1.051467879,cEricAdams,cMayaWiley,cScottStringer,cShaunDonovan,cAndrewYang
192,Yes,The Democratic party,I will definitely vote,Wrong track,Not familiar at all,Housing,Easy,Moderate,"Some college, but no degree",35-54,Male,Manhattan,Plan to vote early in-person,No change,Black,1,1.0,1.142854329,,,,,
838,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Hard,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Staten Island,Plan to vote in-person on June 22,No change,Other,2,,0.345880751,cAndrewYang,cKathrynGarcia,,,
899,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Housing,Easy,Very liberal or progressive,Graduate or professional degree,35-54,Male,Bronx,Plan to vote in-person on June 22,No change,Black,1,,0.68641845,cDianneMorales,cMayaWiley,cScottStringer,cAndrewYang,
606,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Very easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Plan to vote in-person on June 22,Much less likely,White,2,,0.796887942,cKathrynGarcia,cScottStringer,cMayaWiley,cDianneMorales,cAndrewYang
312,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Crime,Easy,Somewhat conservative,Four-year college graduate (bachelors degree),55-64,Male,Brooklyn,,No change,White,2,,0.797693884,cEricAdams,cAndrewYang,,,
825,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Jobs,Very easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),65+,Male,Staten Island,Plan to vote early in-person,No change,White,2,,0.496634371,cKathrynGarcia,cShaunDonovan,cMayaWiley,cAndrewYang,cEricAdams
33,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote in-person on June 22,Much more likely,White,1,,0.752501167,cEricAdams,cKathrynGarcia,cScottStringer,,cShaunDonovan
730,Yes,The Democratic party,I will definitely vote,Wrong track,Not too familiar,Homelessness,Not sure,Not sure,First to eleventh grade,65+,Other,Queens,Plan to vote in-person on June 22,Not sure,Other,2,1.0,1.146099597,,cAndrewYang,cShaunDonovan,cEricAdams,cKathrynGarcia
80,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Hard,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Plan to vote in-person on June 22,No change,White,2,,0.814504638,cKathrynGarcia,cShaunDonovan,cScottStringer,cEricAdams,cAndrewYang
427,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Hard,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote early in-person,No change,White,2,,1.36353972,cMayaWiley,cKathrynGarcia,cScottStringer,cAndrewYang,cShaunDonovan
709,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Very easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Plan to vote early in-person,No change,AAPI,1,,1.070563061,cAndrewYang,cKathrynGarcia,cDianneMorales,,
831,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Very easy,Moderate,Graduate or professional degree,65+,Female,Staten Island,Plan to vote early in-person,No change,White,2,,0.497830724,cKathrynGarcia,cShaunDonovan,cAndrewYang,cEricAdams,cDianneMorales
472,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Housing,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote in-person on June 22,Somewhat more likely,White,1,3.0,0.752501167,cKathrynGarcia,,,cScottStringer,cAndrewYang
563,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Healthcare,Very easy,Very conservative,Four-year college graduate (bachelors degree),65+,Male,Manhattan,Plan to vote in-person on June 22,Much more likely,Hispanic,2,,0.79874644,cAndrewYang,cScottStringer,cMayaWiley,cKathrynGarcia,cShaunDonovan
657,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Housing,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),35-54,Male,Manhattan,Plan to vote early in-person,No change,White,1,,0.702905161,cKathrynGarcia,cMayaWiley,cShaunDonovan,,
390,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Transportation,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),18-34,Male,Brooklyn,Plan to vote in-person on June 22,Somewhat more likely,Other,1,,0.661281447,cKathrynGarcia,cDianneMorales,cScottStringer,cMayaWiley,cAndrewYang
669,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Somewhat conservative,Graduate or professional degree,65+,Female,Manhattan,Not sure,Much more likely,White,2,,0.796887942,,cKathrynGarcia,cEricAdams,cShaunDonovan,
402,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),35-54,Male,Brooklyn,,No change,Black,1,,0.83307329,cMayaWiley,cEricAdams,cAndrewYang,cKathrynGarcia,cShaunDonovan
94,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Police reform,Not sure,Moderate,"Some college, but no degree",65+,Female,Brooklyn,Plan to vote in-person on June 22,No change,Black,2,,1.383747734,cEricAdams,cKathrynGarcia,cMayaWiley,,
791,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Something else (please specify),Very easy,Very liberal or progressive,"Some college, but no degree",65+,Male,Staten Island,Plan to vote in-person on June 22,No change,Other,2,,0.485859427,cEricAdams,cShaunDonovan,cAndrewYang,,
140,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Moderate,"Some college, but no degree",55-64,Female,Brooklyn,Plan to vote in-person on June 22,Much more likely,Black,2,,1.356014333,cEricAdams,cScottStringer,cMayaWiley,,cShaunDonovan
225,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Crime,Easy,Very conservative,High school graduate,55-64,Female,Bronx,Plan to vote in-person on June 22,No change,Black,2,,1.16535694,cEricAdams,,,,cMayaWiley
347,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Easy,Very liberal or progressive,"Some college, but no degree",35-54,Male,Brooklyn,Plan to vote in-person on June 22,No change,Hispanic,1,,1.015813897,cMayaWiley,cKathrynGarcia,cDianneMorales,cScottStringer,
349,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Homelessness,Very easy,Somewhat conservative,"Some college, but no degree",55-64,Male,Brooklyn,Plan to vote in-person on June 22,No change,White,2,,1.120522297,cAndrewYang,cEricAdams,cKathrynGarcia,,
152,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Hard,Somewhat conservative,"Some college, but no degree",65+,Female,Bronx,Plan to vote in-person on June 22,Much more likely,Black,2,,1.189190989,cShaunDonovan,cEricAdams,cAndrewYang,cMayaWiley,cDianneMorales
313,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Easy,Very liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote early in-person,No change,Hispanic,2,,1.370012082,cMayaWiley,cDianneMorales,cScottStringer,cKathrynGarcia,cAndrewYang
655,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Police reform,Easy,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Manhattan,Not sure,No change,White,2,,0.796887942,cKathrynGarcia,cMayaWiley,cShaunDonovan,cAndrewYang,cScottStringer
737,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Transportation,Easy,Moderate,Graduate or professional degree,55-64,Male,Queens,Plan to vote in-person on June 22,Somewhat less likely,White,2,,0.872304452,cKathrynGarcia,cAndrewYang,cEricAdams,,
904,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Healthcare,Easy,Very liberal or progressive,"Some college, but no degree",65+,Male,Bronx,Plan to vote early in-person,Much more likely,Black,2,,1.13741182,cMayaWiley,,cEricAdams,cDianneMorales,cAndrewYang
28,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),35-54,Other,Brooklyn,Plan to vote early in-person,Much more likely,Black,1,,1.051191957,cEricAdams,cAndrewYang,cMayaWiley,,cScottStringer
534,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Homelessness,Hard,Somewhat liberal or progressive,Graduate or professional degree,55-64,Female,Manhattan,Plan to vote by absentee ballot,No change,Other,2,,0.54386891,cMayaWiley,cScottStringer,cKathrynGarcia,,
224,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Hard,Very liberal or progressive,Four-year college graduate (bachelors degree),55-64,Male,Brooklyn,Plan to vote in-person on June 22,Somewhat more likely,White,2,,0.797693884,cScottStringer,cDianneMorales,cMayaWiley,cKathrynGarcia,
762,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Moderate,High school graduate,65+,Male,Queens,Plan to vote in-person on June 22,No change,White,2,,1.304169144,cAndrewYang,cEricAdams,cScottStringer,,
960,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Police reform,Easy,Not sure,"Some college, but no degree",65+,Female,Queens,,No change,Hispanic,2,,1.370012082,cEricAdams,,cShaunDonovan,cMayaWiley,cScottStringer
659,Yes,The Democratic party,I will definitely vote,Not sure,Not sure,Crime,Hard,Moderate,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Plan to vote in-person on June 22,No change,White,2,,0.814504638,cShaunDonovan,cAndrewYang,cMayaWiley,cEricAdams,cKathrynGarcia
147,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Easy,Moderate,Not sure,55-64,Female,Brooklyn,Plan to vote early in-person,Much more likely,Other,2,,0.419879161,cEricAdams,cMayaWiley,cAndrewYang,,cScottStringer
195,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Moderate,"Some college, but no degree",35-54,Male,Bronx,Plan to vote early in-person,No change,Black,1,,1.005685382,cMayaWiley,cEricAdams,cDianneMorales,cAndrewYang,
734,Yes,The Democratic party,I will definitely vote,Not sure,Not sure,Homelessness,Not sure,Moderate,"Some college, but no degree",65+,Male,Queens,Plan to vote in-person on June 22,No change,White,2,,1.304169144,cEricAdams,cDianneMorales,cShaunDonovan,,
35,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Housing,Very easy,Somewhat liberal or progressive,High school graduate,35-54,Male,Brooklyn,Plan to vote in-person on June 22,Much more likely,Hispanic,1,,1.015813897,,cDianneMorales,cKathrynGarcia,cScottStringer,cMayaWiley
863,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Crime,Easy,Moderate,Four-year college graduate (bachelors degree),65+,Male,Staten Island,Not sure,No change,White,2,,0.496634371,cKathrynGarcia,cAndrewYang,,cShaunDonovan,cScottStringer
226,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Not sure,Somewhat liberal or progressive,"Some college, but no degree",55-64,Female,Bronx,Plan to vote in-person on June 22,Not sure,Hispanic,2,,1.011592651,cScottStringer,cEricAdams,cAndrewYang,cShaunDonovan,
362,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Jobs,Easy,Very liberal or progressive,Graduate or professional degree,18-34,Male,Brooklyn,Plan to vote by absentee ballot,No change,AAPI,1,,1.326140135,cKathrynGarcia,cMayaWiley,,cScottStringer,cAndrewYang
36,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Plan to vote in-person on June 22,No change,White,1,,0.734903989,cEricAdams,cKathrynGarcia,,,
132,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Crime,Hard,Somewhat liberal or progressive,"Some college, but no degree",65+,Female,Queens,Plan to vote early in-person,No change,Hispanic,2,,1.370012082,cMayaWiley,cKathrynGarcia,cEricAdams,cShaunDonovan,cAndrewYang
959,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Police reform,Hard,Moderate,"Some college, but no degree",65+,Male,Bronx,Plan to vote early in-person,No change,Black,2,,1.13741182,cEricAdams,,,,
628,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Police reform,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),55-64,Female,Manhattan,Plan to vote early in-person,No change,Black,2,,0.942765034,cMayaWiley,cScottStringer,cDianneMorales,,
593,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Very easy,Moderate,Four-year college graduate (bachelors degree),65+,Male,Manhattan,,No change,White,2,,0.794972914,cKathrynGarcia,cEricAdams,,,
442,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Housing,Very easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),55-64,Female,Brooklyn,Plan to vote early in-person,Much more likely,White,2,,0.834007843,cKathrynGarcia,cMayaWiley,cAndrewYang,,
314,Yes,The Democratic party,I will definitely vote,Right direction,Very familiar,Housing,Very easy,Very liberal or progressive,Graduate or professional degree,35-54,Female,Manhattan,Plan to vote in-person on June 22,No change,White,1,,0.704598406,cMayaWiley,cKathrynGarcia,cShaunDonovan,cDianneMorales,cScottStringer
154,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Easy,Very conservative,High school graduate,18-34,Male,Brooklyn,Plan to vote in-person on June 22,No change,Other,1,,0.928903456,cAndrewYang,cEricAdams,cShaunDonovan,cKathrynGarcia,cMayaWiley
744,Yes,The Democratic party,I will definitely vote,Not sure,Not too familiar,Police reform,Hard,Somewhat liberal or progressive,Graduate or professional degree,35-54,Female,Queens,,Somewhat less likely,Black,1,,0.952464746,cEricAdams,cMayaWiley,cKathrynGarcia,,
839,Yes,The Democratic party,I will definitely vote,Not sure,Not familiar at all,Police reform,Easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),65+,Female,Staten Island,Plan to vote in-person on June 22,No change,White,2,,0.519242993,cKathrynGarcia,cMayaWiley,cScottStringer,cDianneMorales,cAndrewYang
521,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Police reform,Easy,Moderate,Four-year college graduate (bachelors degree),35-54,Female,Manhattan,Plan to vote in-person on June 22,No change,Black,1,,0.850629636,cMayaWiley,cEricAdams,cScottStringer,,
901,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Crime,Hard,Moderate,Associates or other two-year degree,55-64,Female,Bronx,Plan to vote early in-person,Much more likely,Black,2,,1.16535694,cEricAdams,,cKathrynGarcia,cAndrewYang,cMayaWiley
488,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Education/Schools,Very easy,Moderate,High school graduate,65+,Male,Brooklyn,Plan to vote by absentee ballot,No change,White,2,,1.143439381,cEricAdams,,,,
249,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Jobs,Very easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Male,Queens,Plan to vote early in-person,No change,White,1,,0.820907231,cDianneMorales,cMayaWiley,cEricAdams,,
968,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,COVID-19/coronavirus,Very Hard,Very conservative,Associates or other two-year degree,65+,Male,Bronx,Plan to vote in-person on June 22,No change,Black,2,,1.13741182,cEricAdams,cShaunDonovan,cMayaWiley,,
933,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Housing,Easy,Somewhat liberal or progressive,"Some college, but no degree",55-64,Male,Queens,Plan to vote in-person on June 22,No change,White,2,,1.278030677,cKathrynGarcia,cMayaWiley,cAndrewYang,cShaunDonovan,
164,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Hard,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote in-person on June 22,No change,White,1,,0.752501167,cMayaWiley,cKathrynGarcia,,,
8,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Housing,Easy,Very liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Brooklyn,Plan to vote early in-person,No change,White,1,1.0,0.752501167,,cScottStringer,cDianneMorales,,
414,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Jobs,Very easy,Somewhat liberal or progressive,Graduate or professional degree,18-34,Male,Brooklyn,Plan to vote early in-person,No change,White,1,,0.910348685,cKathrynGarcia,cAndrewYang,,cShaunDonovan,cScottStringer
862,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Homelessness,Hard,Somewhat liberal or progressive,Graduate or professional degree,65+,Female,Staten Island,Plan to vote early in-person,No change,White,2,,0.497830724,cKathrynGarcia,cScottStringer,,cEricAdams,cMayaWiley
570,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Healthcare,Easy,Somewhat conservative,Graduate or professional degree,65+,Female,Manhattan,Plan to vote by absentee ballot,No change,White,2,,0.796887942,cAndrewYang,cShaunDonovan,cEricAdams,,
946,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Something else (please specify),Very easy,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),35-54,Female,Bronx,,Somewhat more likely,Hispanic,1,,0.649768223,cKathrynGarcia,,,,
895,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Crime,Hard,Moderate,First to eleventh grade,55-64,Female,Bronx,Plan to vote in-person on June 22,Much more likely,Hispanic,2,,1.011592651,cDianneMorales,cKathrynGarcia,cEricAdams,cShaunDonovan,cMayaWiley
900,Yes,The Democratic party,I will definitely vote,Right direction,Not too familiar,Healthcare,Not sure,Somewhat liberal or progressive,High school graduate,35-54,Female,Bronx,Plan to vote in-person on June 22,Somewhat more likely,Hispanic,1,,0.912730806,cKathrynGarcia,cShaunDonovan,cDianneMorales,cScottStringer,cEricAdams
165,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Crime,Easy,Moderate,High school graduate,55-64,Female,Bronx,Plan to vote in-person on June 22,No change,White,2,,1.006813574,cAndrewYang,cEricAdams,cShaunDonovan,,cScottStringer
685,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Police reform,Hard,Moderate,Four-year college graduate (bachelors degree),18-34,Female,Manhattan,Plan to vote in-person on June 22,Much more likely,White,1,,0.96951385,cDianneMorales,cScottStringer,,cMayaWiley,cKathrynGarcia
486,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Housing,Easy,Somewhat conservative,High school graduate,55-64,Male,Brooklyn,Plan to vote early in-person,Somewhat more likely,Black,2,,1.296971425,cMayaWiley,cScottStringer,cAndrewYang,cEricAdams,
957,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Housing,Easy,Not sure,"Some college, but no degree",55-64,Female,Bronx,Plan to vote in-person on June 22,Much more likely,Black,2,,1.16535694,cEricAdams,cScottStringer,,cMayaWiley,cDianneMorales
905,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Easy,Very liberal or progressive,High school graduate,35-54,Male,Bronx,Plan to vote early in-person,Much more likely,Hispanic,1,,0.872989131,cDianneMorales,cMayaWiley,cEricAdams,cScottStringer,
476,Yes,The Democratic party,I will definitely vote,Not sure,Very familiar,Crime,Easy,Moderate,Vocational or technical school,35-54,Female,Brooklyn,Plan to vote by absentee ballot,No change,Black,1,,1.223492534,cEricAdams,,cScottStringer,cShaunDonovan,cAndrewYang
656,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Housing,Easy,Moderate,High school graduate,55-64,Female,Manhattan,Plan to vote in-person on June 22,No change,White,2,,1.144136399,cKathrynGarcia,cScottStringer,cEricAdams,cMayaWiley,cShaunDonovan
916,Yes,The Democratic party,I will definitely vote,Wrong track,Very familiar,Housing,Easy,Very liberal or progressive,"Some college, but no degree",18-34,Male,Bronx,Plan to vote in-person on June 22,No change,Hispanic,1,,1.151681125,cMayaWiley,cDianneMorales,cScottStringer,cKathrynGarcia,cAndrewYang
743,Yes,The Democratic party,I will definitely vote,Right direction,Moderately familiar,Police reform,Hard,Moderate,Graduate or professional degree,55-64,Male,Queens,Plan to vote early in-person,No change,Black,2,,1.009666609,cEricAdams,cScottStringer,cMayaWiley,,
110,Yes,The Democratic party,I will definitely vote,Wrong track,Moderately familiar,Healthcare,Hard,Very conservative,Graduate or professional degree,35-54,Female,Brooklyn,Plan to vote in-person on June 22,Somewhat more likely,Hispanic,1,,0.724894547,cEricAdams,,cAndrewYang,cScottStringer,cShaunDonovan
748,Yes,The Democratic party,I will definitely vote,Not sure,Moderately familiar,Homelessness,Hard,Somewhat liberal or progressive,Four-year college graduate (bachelors degree),55-64,Female,Queens,Plan to vote early in-person,Much more likely,Black,2,,1.101034215,cEricAdams,cMayaWiley,cScottStringer,cKathrynGarcia,cDianneMorales
