PersonID,age,age_cat,borough,candidate_AndrewYang,candidate_DianneMorales,candidate_EricAdams,candidate_KathrynGarcia,candidate_MayaWiley,candidate_RayMcGuire,candidate_ScottStringer,candidate_ShaunDonovan,candidate_overvote,education,gender,ideo_self_id,impact_of_rcv_exp,method,most_important_issue,other,party_reg,race,rank_limit,rcv_difficulty,rcv_familiarity,registered,right_track,vote_intent,weight
712,2,55-64,Manhattan,2,,1,4,,,3,5,,Associates or other two-year degree,Female,Moderate,No change,Plan to vote in-person on June 22,Homelessness,,The Democratic party,White,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,1.144136399
753,2,55-64,Queens,,,,1,2,,,3,,"Some college, but no degree",Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.336211333
214,1,35-54,Bronx,4,,1,2,3,,5,,,Associates or other two-year degree,Female,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Homelessness,,The Democratic party,White,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,0.908418783
470,1,35-54,Brooklyn,1,,,,,,,2,,High school graduate,Female,Moderate,Somewhat less likely,Plan to vote by absentee ballot,Jobs,,The Democratic party,White,5,Hard,Not too familiar,Yes,Right direction,I will definitely vote,1.057039991
304,1,35-54,Bronx,,,1,,2,3,,,,High school graduate,Female,Very conservative,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.912730806
650,2,65+,Manhattan,,,,3,1,5,2,4,,Graduate or professional degree,Female,Very liberal or progressive,Somewhat more likely,Plan to vote early in-person,COVID-19/coronavirus,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.800670558
985,1,18-34,Manhattan,,,1,,,,,,,First to eleventh grade,Male,Somewhat conservative,Somewhat less likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Hispanic,5,Very Hard,Not familiar at all,Yes,Right direction,I will definitely vote,1.308762942
45,1,35-54,Queens,3,,2,,,1,,,,Graduate or professional degree,Female,Somewhat conservative,No change,Plan to vote in-person on June 22,Education/Schools,,The Democratic party,AAPI,5,Very easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.198728012
919,2,65+,Bronx,4,5,1,2,,,3,,,Graduate or professional degree,Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Healthcare,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.811667993
355,1,18-34,Brooklyn,,5,1,,2,4,3,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Housing,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.14905415
689,1,35-54,Manhattan,2,1,,3,,5,4,,,High school graduate,Male,Moderate,No change,Not sure,Police reform,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.142854329
672,2,65+,Manhattan,,,2,,,,1,,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote by absentee ballot,Crime,3.0,The Democratic party,Hispanic,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,1.173078428
234,2,65+,Queens,,2,,3,1,,,,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Education/Schools,3.0,The Democratic party,Hispanic,5,Hard,Moderately familiar,Yes,Not sure,I will definitely vote,1.370012082
55,2,65+,Brooklyn,,,,,,,,,,High school graduate,Male,Very conservative,Much more likely,Plan to vote in-person on June 22,Crime,1.0,The Democratic party,White,5,Very Hard,Not too familiar,Yes,Wrong track,I will definitely vote,1.143439381
81,1,35-54,Brooklyn,2,,1,,,,,,,"Some college, but no degree",Female,Moderate,No change,Plan to vote early in-person,Crime,3.0,The Democratic party,Black,5,Easy,Not too familiar,Yes,Wrong track,I will definitely vote,1.223492534
609,2,55-64,Manhattan,,,,1,2,,3,,,"Some college, but no degree",Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Housing,,The Democratic party,White,5,Easy,Not too familiar,Yes,Not sure,I will definitely vote,1.144136399
540,2,65+,Manhattan,3,,5,,1,4,2,,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,Much less likely,Not sure,Crime,,The Democratic party,Hispanic,5,Hard,Moderately familiar,Yes,Right direction,I will definitely vote,0.79874644
16,2,55-64,Brooklyn,3,,2,4,,1,,5,,"Some college, but no degree",Male,Somewhat conservative,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.296971425
539,1,35-54,Manhattan,5,,4,1,2,,3,,,Associates or other two-year degree,Male,Very liberal or progressive,Somewhat more likely,Plan to vote early in-person,Homelessness,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.987372377
148,2,55-64,Bronx,3,,1,,4,,2,,,"Some college, but no degree",Female,Moderate,Much more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,Black,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,1.16535694
354,2,65+,Queens,4,,2,,,5,1,3,,"Some college, but no degree",Female,Moderate,No change,Plan to vote in-person on June 22,Education/Schools,,The Democratic party,White,5,Not sure,Not familiar at all,Yes,Not sure,I will definitely vote,1.36353972
364,1,35-54,Brooklyn,,2,5,3,1,,4,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Jobs,,The Democratic party,Hispanic,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,0.756073091
103,2,65+,Brooklyn,4,,1,2,,,5,3,,"Some college, but no degree",Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Other,5,Very easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.832600444
562,2,65+,Manhattan,,,3,1,,4,2,5,,Four-year college graduate (bachelors degree),Male,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,0.794972914
443,1,18-34,Brooklyn,,,,2,1,,,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,Black,5,Easy,Not familiar at all,Yes,Wrong track,I will definitely vote,1.14905415
483,2,55-64,Brooklyn,,5,1,,2,3,,4,,"Some college, but no degree",Male,Very liberal or progressive,No change,Plan to vote in-person on June 22,Police reform,,The Democratic party,Black,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.296971425
633,2,65+,Manhattan,1,,,,,,,,,Graduate or professional degree,Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,0.796887942
738,2,55-64,Queens,,,1,2,,3,,4,,Graduate or professional degree,Male,Moderate,No change,Plan to vote early in-person,Crime,5.0,The Democratic party,Black,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.009666609
435,2,65+,Brooklyn,5,,1,3,,,2,4,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,0.985082678
752,1,35-54,Queens,,4,5,1,2,,3,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,Somewhat more likely,Plan to vote early in-person,Crime,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,0.858277946
20,1,35-54,Brooklyn,,2,,3,1,,,,,Graduate or professional degree,Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Police reform,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.835080099
153,1,35-54,Bronx,5,,1,,2,,3,4,,"Some college, but no degree",Female,Moderate,No change,Plan to vote in-person on June 22,Police reform,,The Democratic party,Black,5,Easy,Not familiar at all,Yes,Wrong track,I will definitely vote,1.051467879
192,1,35-54,Manhattan,,,,,,,,,,"Some college, but no degree",Male,Moderate,No change,Plan to vote early in-person,Housing,1.0,The Democratic party,Black,5,Easy,Not familiar at all,Yes,Wrong track,I will definitely vote,1.142854329
838,2,65+,Staten Island,1,,,2,,,,,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Other,5,Hard,Very familiar,Yes,Wrong track,I will definitely vote,0.345880751
899,1,35-54,Bronx,4,1,,,2,,3,,,Graduate or professional degree,Male,Very liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,Black,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,0.68641845
606,2,65+,Manhattan,5,4,,1,3,,2,,,Graduate or professional degree,Female,Somewhat liberal or progressive,Much less likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,0.796887942
312,2,55-64,Brooklyn,2,,1,,,,,,,Four-year college graduate (bachelors degree),Male,Somewhat conservative,No change,,Crime,,The Democratic party,White,5,Easy,Not too familiar,Yes,Wrong track,I will definitely vote,0.797693884
825,2,65+,Staten Island,4,,5,1,3,,,2,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,No change,Plan to vote early in-person,Jobs,,The Democratic party,White,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,0.496634371
33,1,35-54,Brooklyn,,,1,2,,4,3,5,,Four-year college graduate (bachelors degree),Female,Moderate,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.752501167
730,2,65+,Queens,1,,3,4,,,,2,,First to eleventh grade,Other,Not sure,Not sure,Plan to vote in-person on June 22,Homelessness,1.0,The Democratic party,Other,5,Not sure,Not too familiar,Yes,Wrong track,I will definitely vote,1.146099597
80,2,55-64,Manhattan,5,,4,1,,,3,2,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Hard,Very familiar,Yes,Not sure,I will definitely vote,0.814504638
427,2,65+,Queens,4,,,2,1,,3,5,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote early in-person,Housing,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Not sure,I will definitely vote,1.36353972
709,1,35-54,Manhattan,1,3,,2,,,,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Crime,,The Democratic party,AAPI,5,Very easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.070563061
831,2,65+,Staten Island,3,5,4,1,,,,2,,Graduate or professional degree,Female,Moderate,No change,Plan to vote early in-person,Crime,,The Democratic party,White,5,Very easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.497830724
472,1,35-54,Brooklyn,4,,,1,,2,3,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,Somewhat more likely,Plan to vote in-person on June 22,Housing,3.0,The Democratic party,White,5,Easy,Not too familiar,Yes,Right direction,I will definitely vote,0.752501167
563,2,65+,Manhattan,1,,,4,3,,2,5,,Four-year college graduate (bachelors degree),Male,Very conservative,Much more likely,Plan to vote in-person on June 22,Healthcare,,The Democratic party,Hispanic,5,Very easy,Not too familiar,Yes,Right direction,I will definitely vote,0.79874644
657,1,35-54,Manhattan,,,,1,2,,,3,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,No change,Plan to vote early in-person,Housing,,The Democratic party,White,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,0.702905161
390,1,18-34,Brooklyn,5,2,,1,4,,3,,,Four-year college graduate (bachelors degree),Male,Somewhat liberal or progressive,Somewhat more likely,Plan to vote in-person on June 22,Transportation,,The Democratic party,Other,5,Easy,Very familiar,Yes,Right direction,I will definitely vote,0.661281447
669,2,65+,Manhattan,,,3,2,,1,,4,,Graduate or professional degree,Female,Somewhat conservative,Much more likely,Not sure,Crime,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.796887942
402,1,35-54,Brooklyn,3,,2,4,1,,,5,,Four-year college graduate (bachelors degree),Male,Moderate,No change,,Crime,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.83307329
94,2,65+,Brooklyn,,,1,2,3,,,,,"Some college, but no degree",Female,Moderate,No change,Plan to vote in-person on June 22,Police reform,,The Democratic party,Black,5,Not sure,Moderately familiar,Yes,Not sure,I will definitely vote,1.383747734
791,2,65+,Staten Island,3,,1,,,,,2,,"Some college, but no degree",Male,Very liberal or progressive,No change,Plan to vote in-person on June 22,Something else (please specify),,The Democratic party,Other,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.485859427
140,2,55-64,Brooklyn,,,1,,3,,2,4,,"Some college, but no degree",Female,Moderate,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.356014333
225,2,55-64,Bronx,,,1,,2,,,,,High school graduate,Female,Very conservative,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Easy,Not familiar at all,Yes,Not sure,I will definitely vote,1.16535694
347,1,35-54,Brooklyn,,3,,2,1,5,4,,,"Some college, but no degree",Male,Very liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,Hispanic,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,1.015813897
349,2,55-64,Brooklyn,1,,2,3,,4,,,,"Some college, but no degree",Male,Somewhat conservative,No change,Plan to vote in-person on June 22,Homelessness,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.120522297
152,2,65+,Bronx,3,5,2,,4,,,1,,"Some college, but no degree",Female,Somewhat conservative,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Black,5,Hard,Moderately familiar,Yes,Not sure,I will definitely vote,1.189190989
313,2,65+,Queens,5,2,,4,1,,3,,,"Some college, but no degree",Female,Very liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,Hispanic,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.370012082
655,2,65+,Manhattan,4,,,1,2,,5,3,,Graduate or professional degree,Female,Somewhat liberal or progressive,No change,Not sure,Police reform,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,0.796887942
737,2,55-64,Queens,2,,3,1,,,,,,Graduate or professional degree,Male,Moderate,Somewhat less likely,Plan to vote in-person on June 22,Transportation,,The Democratic party,White,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,0.872304452
904,2,65+,Bronx,5,4,3,,1,2,,,,"Some college, but no degree",Male,Very liberal or progressive,Much more likely,Plan to vote early in-person,Healthcare,,The Democratic party,Black,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,1.13741182
28,1,35-54,Brooklyn,2,,1,,3,,4,,,Four-year college graduate (bachelors degree),Other,Moderate,Much more likely,Plan to vote early in-person,Crime,,The Democratic party,Black,5,Very easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.051191957
534,2,55-64,Manhattan,,,,3,1,,2,,,Graduate or professional degree,Female,Somewhat liberal or progressive,No change,Plan to vote by absentee ballot,Homelessness,,The Democratic party,Other,5,Hard,Moderately familiar,Yes,Not sure,I will definitely vote,0.54386891
224,2,55-64,Brooklyn,,2,,4,3,,1,,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,Somewhat more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Hard,Very familiar,Yes,Wrong track,I will definitely vote,0.797693884
762,2,65+,Queens,1,,2,,,4,3,,,High school graduate,Male,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.304169144
960,2,65+,Queens,,,1,,4,2,5,3,,"Some college, but no degree",Female,Not sure,No change,,Police reform,,The Democratic party,Hispanic,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,1.370012082
659,2,55-64,Manhattan,2,,4,5,3,,,1,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Hard,Not sure,Yes,Not sure,I will definitely vote,0.814504638
147,2,55-64,Brooklyn,3,,1,,2,4,5,,,Not sure,Female,Moderate,Much more likely,Plan to vote early in-person,Crime,,The Democratic party,Other,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,0.419879161
195,1,35-54,Bronx,4,3,2,,1,,,,,"Some college, but no degree",Male,Moderate,No change,Plan to vote early in-person,Crime,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,1.005685382
734,2,65+,Queens,,2,1,,,,,3,,"Some college, but no degree",Male,Moderate,No change,Plan to vote in-person on June 22,Homelessness,,The Democratic party,White,5,Not sure,Not sure,Yes,Not sure,I will definitely vote,1.304169144
35,1,35-54,Brooklyn,,2,,3,5,1,4,,,High school graduate,Male,Somewhat liberal or progressive,Much more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,Hispanic,5,Very easy,Not too familiar,Yes,Right direction,I will definitely vote,1.015813897
863,2,65+,Staten Island,2,,,1,,3,5,4,,Four-year college graduate (bachelors degree),Male,Moderate,No change,Not sure,Crime,,The Democratic party,White,5,Easy,Not too familiar,Yes,Right direction,I will definitely vote,0.496634371
226,2,55-64,Bronx,3,,2,,,5,1,4,,"Some college, but no degree",Female,Somewhat liberal or progressive,Not sure,Plan to vote in-person on June 22,Crime,,The Democratic party,Hispanic,5,Not sure,Very familiar,Yes,Not sure,I will definitely vote,1.011592651
362,1,18-34,Brooklyn,5,,,1,2,3,4,,,Graduate or professional degree,Male,Very liberal or progressive,No change,Plan to vote by absentee ballot,Jobs,,The Democratic party,AAPI,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,1.326140135
36,1,35-54,Manhattan,,,1,2,,,,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.734903989
132,2,65+,Queens,5,,3,2,1,,,4,,"Some college, but no degree",Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Crime,,The Democratic party,Hispanic,5,Hard,Moderately familiar,Yes,Right direction,I will definitely vote,1.370012082
959,2,65+,Bronx,,,1,,,,,,,"Some college, but no degree",Male,Moderate,No change,Plan to vote early in-person,Police reform,,The Democratic party,Black,5,Hard,Very familiar,Yes,Right direction,I will definitely vote,1.13741182
628,2,55-64,Manhattan,,3,,,1,,2,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Police reform,,The Democratic party,Black,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,0.942765034
593,2,65+,Manhattan,,,2,1,,,,,,Four-year college graduate (bachelors degree),Male,Moderate,No change,,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.794972914
442,2,55-64,Brooklyn,3,,,1,2,,,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,Much more likely,Plan to vote early in-person,Housing,,The Democratic party,White,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,0.834007843
314,1,35-54,Manhattan,,4,,2,1,,5,3,,Graduate or professional degree,Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,0.704598406
154,1,18-34,Brooklyn,1,,2,4,5,,,3,,High school graduate,Male,Very conservative,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,Other,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.928903456
744,1,35-54,Queens,,,1,3,2,,,,,Graduate or professional degree,Female,Somewhat liberal or progressive,Somewhat less likely,,Police reform,,The Democratic party,Black,5,Hard,Not too familiar,Yes,Not sure,I will definitely vote,0.952464746
839,2,65+,Staten Island,5,4,,1,2,,3,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Police reform,,The Democratic party,White,5,Easy,Not familiar at all,Yes,Not sure,I will definitely vote,0.519242993
521,1,35-54,Manhattan,,,2,,1,,3,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Police reform,,The Democratic party,Black,5,Easy,Not too familiar,Yes,Right direction,I will definitely vote,0.850629636
901,2,55-64,Bronx,4,,1,3,5,2,,,,Associates or other two-year degree,Female,Moderate,Much more likely,Plan to vote early in-person,Crime,,The Democratic party,Black,5,Hard,Moderately familiar,Yes,Wrong track,I will definitely vote,1.16535694
488,2,65+,Brooklyn,,,1,,,,,,,High school graduate,Male,Moderate,No change,Plan to vote by absentee ballot,Education/Schools,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,1.143439381
249,1,35-54,Queens,,1,3,,2,,,,,Four-year college graduate (bachelors degree),Male,Very liberal or progressive,No change,Plan to vote early in-person,Jobs,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.820907231
968,2,65+,Bronx,,,1,,3,,,2,,Associates or other two-year degree,Male,Very conservative,No change,Plan to vote in-person on June 22,COVID-19/coronavirus,,The Democratic party,Black,5,Very Hard,Moderately familiar,Yes,Right direction,I will definitely vote,1.13741182
933,2,55-64,Queens,3,,,1,2,5,,4,,"Some college, but no degree",Male,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,1.278030677
164,1,35-54,Brooklyn,,,,2,1,,,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Not sure,I will definitely vote,0.752501167
8,1,35-54,Brooklyn,,2,,,,,1,,,Four-year college graduate (bachelors degree),Female,Very liberal or progressive,No change,Plan to vote early in-person,Housing,1.0,The Democratic party,White,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.752501167
414,1,18-34,Brooklyn,2,,,1,,3,5,4,,Graduate or professional degree,Male,Somewhat liberal or progressive,No change,Plan to vote early in-person,Jobs,,The Democratic party,White,5,Very easy,Very familiar,Yes,Wrong track,I will definitely vote,0.910348685
862,2,65+,Staten Island,,,4,1,5,3,2,,,Graduate or professional degree,Female,Somewhat liberal or progressive,No change,Plan to vote early in-person,Homelessness,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Right direction,I will definitely vote,0.497830724
570,2,65+,Manhattan,1,,3,,,,,2,,Graduate or professional degree,Female,Somewhat conservative,No change,Plan to vote by absentee ballot,Healthcare,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.796887942
946,1,35-54,Bronx,,,,1,,,,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,Somewhat more likely,,Something else (please specify),,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Not sure,I will definitely vote,0.649768223
895,2,55-64,Bronx,,1,3,2,5,,,4,,First to eleventh grade,Female,Moderate,Much more likely,Plan to vote in-person on June 22,Crime,,The Democratic party,Hispanic,5,Hard,Very familiar,Yes,Wrong track,I will definitely vote,1.011592651
900,1,35-54,Bronx,,3,5,1,,,4,2,,High school graduate,Female,Somewhat liberal or progressive,Somewhat more likely,Plan to vote in-person on June 22,Healthcare,,The Democratic party,Hispanic,5,Not sure,Not too familiar,Yes,Right direction,I will definitely vote,0.912730806
165,2,55-64,Bronx,1,,2,,,4,5,3,,High school graduate,Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.006813574
685,1,18-34,Manhattan,,1,,5,4,3,2,,,Four-year college graduate (bachelors degree),Female,Moderate,Much more likely,Plan to vote in-person on June 22,Police reform,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Wrong track,I will definitely vote,0.96951385
486,2,55-64,Brooklyn,3,,4,,1,5,2,,,High school graduate,Male,Somewhat conservative,Somewhat more likely,Plan to vote early in-person,Housing,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.296971425
957,2,55-64,Bronx,,5,1,,4,3,2,,,"Some college, but no degree",Female,Not sure,Much more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,Black,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,1.16535694
905,1,35-54,Bronx,,1,3,,2,5,4,,,High school graduate,Male,Very liberal or progressive,Much more likely,Plan to vote early in-person,Housing,,The Democratic party,Hispanic,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,0.872989131
476,1,35-54,Brooklyn,5,,1,,,2,3,4,,Vocational or technical school,Female,Moderate,No change,Plan to vote by absentee ballot,Crime,,The Democratic party,Black,5,Easy,Very familiar,Yes,Not sure,I will definitely vote,1.223492534
656,2,55-64,Manhattan,,,3,1,4,,2,5,,High school graduate,Female,Moderate,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,White,5,Easy,Moderately familiar,Yes,Not sure,I will definitely vote,1.144136399
916,1,18-34,Bronx,5,2,,4,1,,3,,,"Some college, but no degree",Male,Very liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,Hispanic,5,Easy,Very familiar,Yes,Wrong track,I will definitely vote,1.151681125
743,2,55-64,Queens,,,1,,3,,2,,,Graduate or professional degree,Male,Moderate,No change,Plan to vote early in-person,Police reform,,The Democratic party,Black,5,Hard,Moderately familiar,Yes,Right direction,I will definitely vote,1.009666609
110,1,35-54,Brooklyn,2,,1,,,,3,4,,Graduate or professional degree,Female,Very conservative,Somewhat more likely,Plan to vote in-person on June 22,Healthcare,,The Democratic party,Hispanic,5,Hard,Moderately familiar,Yes,Wrong track,I will definitely vote,0.724894547
748,2,55-64,Queens,,5,1,4,2,,3,,,Four-year college graduate (bachelors degree),Female,Somewhat liberal or progressive,Much more likely,Plan to vote early in-person,Homelessness,,The Democratic party,Black,5,Hard,Moderately familiar,Yes,Not sure,I will definitely vote,1.101034215
112,1,35-54,Brooklyn,,,1,,,,,,,"Some college, but no degree",Female,Moderate,No change,Plan to vote early in-person,Crime,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Right direction,I will definitely vote,1.223492534
694,2,55-64,Manhattan,,,2,,,,1,,,Four-year college graduate (bachelors degree),Female,Moderate,No change,Plan to vote in-person on June 22,Crime,,The Democratic party,White,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,0.814504638
948,1,18-34,Bronx,1,3,4,5,2,,,,,"Some college, but no degree",Female,Somewhat liberal or progressive,Much more likely,Plan to vote early in-person,Education/Schools,,The Democratic party,Hispanic,5,Easy,Not too familiar,Yes,Right direction,I will definitely vote,1.204109885
217,2,65+,Queens,1,,,,,,,,,"Some college, but no degree",Female,Somewhat conservative,Much more likely,Plan to vote in-person on June 22,Housing,,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,1.370012082
947,2,65+,Queens,,3,,4,2,,1,5,,Associates or other two-year degree,Male,Somewhat liberal or progressive,No change,Plan to vote in-person on June 22,Housing,,The Democratic party,Hispanic,5,Very easy,Very familiar,Yes,Right direction,I will definitely vote,1.31035969
436,2,55-64,Brooklyn,,,,1,2,,,,,Graduate or professional degree,Male,Somewhat liberal or progressive,No change,Plan to vote early in-person,Housing,,The Democratic party,White,5,Hard,Moderately familiar,Yes,Not sure,I will definitely vote,0.764799004
408,1,35-54,Brooklyn,,2,,3,1,,,,,Graduate or professional degree,Female,Very liberal or progressive,No change,Plan to vote early in-person,Education/Schools,,The Democratic party,Black,5,Easy,Moderately familiar,Yes,Wrong track,I will definitely vote,0.835080099
